Επιτελείο - Σχηματισμός,Α/Α (ανα σχηματισμό),Ανταποκριτής,Αριθμός SIP,Συσκευή
ΓΣΣ,21,II Μ/Κ ΜΠ/ΚΕΠΙΧ,11679,H/Y
ΓΣΣ,22,II Μ/Κ ΜΠ/3ο ΕΓ,11901,KINHTO
ΓΣΣ,23,162 Α/Κ ΜΒΠ,11666,KINHTO
ΓΣΣ,24,ΔΑΑΑ 8 ΕΑΝ,11904,KINHTO
ΓΣΣ,25,ΔΑΑΑ 628 Μ/Π ΤΠ,11648,KINHTO
ΓΣΣ,26,ΕΦ ΚΑΤΩ ΑΕΤΟΣ,11646,KINHTO
ΓΣΣ,27,ΕΦ ΛΗΜΕΡΙ,11647,KINHTO
ΓΣΣ,28,ΔΑΑΑ 583 Μ/Π ΤΠ,11645,KINHTO
ΓΣΣ,29,ΕΦ ΚΑΚΚΑΒΙΑΣ,11643,KINHTO
ΓΣΣ,30,ΕΦ ΔΡΥΜΑΔΕΣ,11644,KINHTO
ΓΣΣ,31,ΕΦ ΠΛΗΚΑΤΙ,11641,KINHTO
ΓΣΣ,32,ΔΚΤΗΣ ΔΑΑΑ 8 Μ/Π ΤΑΞ,11622,KINHTO
ΓΣΣ,33,ΔΑΑΑ 625 Μ/Π ΤΠ,11642,KINHTO
ΓΣΣ,34,8 Μ/Π ΤΑΞ/ΔΚΤΗΣ,11620,KINHTO
ΓΣΣ,35,ΚΕΠΙΧ 8 Μ/Π ΤΑΞ,11621,H/Y
ΓΣΣ,36,8 Μ/Π ΤΑΞΠΖ/ΚΕΠΙΧ (ΑΣΚΗΣΙΑΚΟ),11958,H/Y
ΓΣΣ,37,ΕΦ ΜΟΛΥΒΔΟΣΚΕΠΑΣΤΟΥ,11970,KINHTO
ΓΣΣ,38,ΕΦ ΟΘΩΝΩΝ,11331,KINHTO
ΓΣΣ,39,ΚΕΠΙΧ 9 Μ/Π ΤΑΞ,11639,H/Y
ΓΣΣ,40,9 Μ/Π ΤΑΞ/ΔΚΤΗΣ,11630,KINHTO
ΓΣΣ,41,9 Μ/Π ΤΑΞ/3ο ΕΓ,11905,KINHTO
ΓΣΣ,42,ΔΚΤΗΣ ΔΑΑΑ 9 Μ/Π ΤΑΞ,11638,KINHTO
ΓΣΣ,43,15 ΣΠ/ΔΚΤΗΣ,11660,KINHTO
ΓΣΣ,44,574 Μ/Π ΤΠ/ΟΜΑΔΑΡΧΗΣ ΔΑΑΑ 15΄,11908,KINHTO
ΓΣΣ,45,15 ΣΠ/ΚΕΠΙΧ,11669,H/Y
ΓΣΣ,46,1 ΣΠ/ΔΚΤΗΣ,11640,KINHTO
ΓΣΣ,47,1 ΣΠ/ΚΕΠΙΧ,11649,H/Y
ΓΣΣ,48,1 ΣΠ/3ο ΕΓ,11906,KINHTO
ΓΣΣ,49,33 Μ/Κ ΤΑΞ/ΔΚΤΗΣ,11680,KINHTO
ΓΣΣ,50,33 Μ/Κ ΤΑΞ/ΕΠΙΚΕΦΑΛΗΣ «Δ3»,11688,KINHTO
ΓΣΣ,51,33 Μ/Κ ΤΑΞ/3ο ΕΓ,11902,KINHTO
ΓΣΣ,52,ΔΚΤΗΣ ΔΑΑΑ 33 Μ/Κ ΤΑΞ,11681,KINHTO
ΓΣΣ,53,33 Μ/Κ ΤΑΞ/ΚΕΠΙΧ,11689,H/Y
ΓΣΣ,54,1η ΤΑΞΚΔ - ΑΛ/ΔΚΤΗΣ,11710,KINHTO - TRACK HARP
ΓΣΣ,55,1η ΤΑΞΚΔ - ΑΛ/ΚΕΠΙΧ,11719,H/Y - TRACK HARP
ΓΣΣ,56,1η ΤΑΞΚΔ-ΑΛ/ΥΔΚΤΗΣ,11832,KINHTO - TRACK HARP
ΓΣΣ,57,1ος Λ/ΒΕΚΕΕΔ/ΔΚΤΗΣ,11837,KINHTO - TRACK HARP
ΓΣΣ,58,2ος Λ/ΒΕΚΕΕΔ/ΔΚΤΗΣ,11838,KINHTO - TRACK HARP
ΓΣΣ,59,1ος Λ/ΒΕΚΕΕΔ/ΕΠΟΧ. ΠΕΡΙΠΟΛΟΣ,11839,KINHTO - TRACK HARP
ΓΣΣ,60,2ος Λ/ΒΕΚΕΕΔ/ΕΠΟΧ. ΠΕΡΙΠΟΛΟΣ,11840,KINHTO - TRACK HARP
ΓΣΣ,61,1η ΤΑΞΚΔ-ΑΛ/ΔΝΤΗΣ 3ου ΕΓ,11746,KINHTO - TRACK HARP
ΓΣΣ,62,1η ΤΑΞΚΔ-ΑΛ/ΕΠΧΗΣ,11959,KINHTO - TRACK HARP
ΓΣΣ,63,1η ΤΑΞΚΔ-ΑΛ/ΚΕΠΙΧ (ΕΠ/ΛΗΣ ΟΤΕ),11960,KINHTO - TRACK HARP
ΓΣΣ,64,ΛΣ/1η ΤΑΞΚΔ-ΑΛ/ΔΚΤΗΣ,11963,KINHTO - TRACK HARP
ΓΣΣ,65,14 ΛΔΒ/ΔΚΤΗΣ,11961,KINHTO - TRACK HARP
ΓΣΣ,66,Ε' ΜΚΔ/ΥΔΚΤΗΣ,11504,KINHTO - TRACK HARP
ΓΣΣ,67,Ε' ΜΚΔ/ΔΚΤΗΣ ΔΑΑ,11506,KINHTO - TRACK HARP
ΓΣΣ,68,Ε' ΜΚΔ/ΑΞΚΟΣ 2ου ΓΡΑΦΕΙΟΥ,11534,KINHTO - TRACK HARP
ΓΣΣ,69,Ε' ΜΚΔ/ΑΞΚΟΣ 3ου ΓΡΑΦΕΙΟΥ,11505,KINHTO - TRACK HARP
ΓΣΣ,70,Ε' ΜΚΔ/ΕΠΙΚΕΦΑΛΗΣ ΤΕΕ,11508,KINHTO - TRACK HARP
ΓΣΣ,71,Ε' ΜΚΔ/ΣΥΝΔΕΣΜΟΣ,11507,KINHTO - TRACK HARP
ΓΣΣ,72,Γ΄ΣΣ/ΔΚΤΗΣ,11600,KINHTO
ΓΣΣ,73,Γ΄ΣΣ/ΥΔΚΤΗΣ,11601,KINHTO
ΓΣΣ,74,Γ'ΣΣ/ΚΕΠΙΧ (ΑΙΘΕΠΙΧ),11609,H/Y
ΓΣΣ,75,Γ'ΣΣ/ΚΕΠΙΚ,11610,H/Y
ΓΣΣ,76,Γ'ΣΣ/ΚΕΠΙΧ,11611,H/Y
ΓΣΣ,77,Γ΄ ΣΣ/ΤΑΞΔΒ/ΔΔΒ/3ο ΕΓ,11900,KINHTO
ΔΣΣ,1,30 Μ/Κ ΤΑΞ/ΔΚΤΗΣ,11480,KINHTO
ΔΣΣ,2,30 Μ/Κ ΤΑΞ/ΑΔΝ,11583,KINHTO
ΔΣΣ,3,ΕΦ ΓΕΦΥΡΑΣ ΠΥΘΙΟΥ,11584,KINHTO
ΔΣΣ,4,30 Μ/Κ ΤΑΞ/ΔΑΑ,11422,KINHTO
ΔΣΣ,5,30 Μ/Κ ΤΑΞ/ΕΤΑΣ 1,11425,KINHTO - TRACK HARP
ΔΣΣ,6,30 Μ/Κ ΤΑΞ/ΔΚΤΗΣ ΤΧΕ,11521,KINHTO
ΔΣΣ,7,30 Μ/Κ ΤΑΞ/ΚΕΠΙΧ,11489,H/Y - TRACK HARP
ΔΣΣ,8,30 Μ/Κ ΤΑΞ/ΕΠΟΧ.ΠΕΡΙΠΟΛΟΣ ΒΟΡΕ,11435,KINHTO
ΔΣΣ,9,30 Μ/Κ ΤΑΞ/ΕΠΟΧ.ΝΟΤΙΟ ΠΕΡΙΠΟΛΟ,11436,KINHTO
ΔΣΣ,10,Δ' ΣΣ/ΔΚΤΗΣ,11400,KINHTO
ΔΣΣ,11,Δ' ΣΣ/ΥΔΚΤΗΣ,11401,KINHTO
ΔΣΣ,12,Δ΄ΣΣ/ΕΠΧΗΣ,11415,KINHTO
ΔΣΣ,13,Δ' ΣΣ/ΚΕΠΙΧ,11409,H/Y - TRACK HARP
ΔΣΣ,14,Δ' ΣΣ/ΔΔΒ-Π/ΔΚΤΗΣ,11405,KINHTO
ΔΣΣ,15,Δ΄ΣΣ/ΔΙΠΑ/ΔΝΤΗΣ,11404,KINHTO
ΔΣΣ,16,Δ' ΣΣ/ΔΚΤΗΣ Λ. ΜΕΑ,11407,KINHTO
ΔΣΣ,17,ΔΚΤΗΣ 473 ΤΕΠΠ,11406,KINHTO
ΔΣΣ,18,7 Μ/Κ ΤΑΞ/ΔΚΤΗΣ,11450,KINHTO
ΔΣΣ,19,ΕΦ ΠΛΑΓΙΩΝ,11588,KINHTO
ΔΣΣ,20,7 Μ/Κ ΤΑΞ/ΔΑΕ,11411,KINHTO
ΔΣΣ,21,7 M/K TAΞ/ΕΤΑΣ 1,11452,KINHTO - TRACK HARP
ΔΣΣ,22,7 Μ/Κ ΤΑΞ/ΔΚΤΗΣ ΤΧΕ,11451,KINHTO
ΔΣΣ,23,7 Μ/Κ ΤΑΞ/ΚΕΠΙΧ,11459,H/Y - TRACK HARP
ΔΣΣ,24,XVI Μ/Κ ΜΠ/ΚΕΠΙΧ,11429,H/Y - TRACK HARP
ΔΣΣ,25,XVI Μ/Κ ΜΠ/ΤΣ,11428,H/Y
ΔΣΣ,26,XVI Μ/Κ ΜΠ/ΔΚΤΗΣ,11420,KINHTO
ΔΣΣ,27,XVI Μ/Κ ΜΠ/ΔΑΕ,11424,KINHTO
ΔΣΣ,28,31 Μ/Κ ΤΑΞ/ΔΚΤΗΣ,11490,KINHTO
ΔΣΣ,29,31 Μ/Κ ΤΑΞ/ΕΠΟΧ ΠΕΡΙΠΟΛΟ,11416,KINHTO - TRACK HARP
ΔΣΣ,30,Ε.Π. ΜΕΛΙΣΣΟΚΟΜΕΙΟΥ,11414,KINHTO
ΔΣΣ,31,31 Μ/Κ ΤΑΞ/ΔΚΤΗΣ ΤΧΕ,11591,KINHTO
ΔΣΣ,32,31 Μ/Κ ΤΑΞ/ΔΑΕ,11412,KINHTO
ΔΣΣ,33,ΕΦ ΓΕΦΥΡΑΣ ΚΗΠΩΝ,11587,KINHTO
ΔΣΣ,34,ΕΦ ΓΕΜΙΣΤΗΣ,11971,KINHTO
ΔΣΣ,35,ΕΦ ΠΕΤΑΛΟΥ,11973,KINHTO
ΔΣΣ,36,31 Μ/Κ ΤΑΞ/KEΠΙΧ,11499,H/Y - TRACK HARP
ΔΣΣ,37,Δ' ΣΣ/ΚΕΠΙΧ (ΤΣ),11408,H/Y
ΔΣΣ,38,50 Μ/Κ ΤΑΞ/ΔΚΤΗΣ,11430,KINHTO
ΔΣΣ,39,50 Μ/Κ ΤΑΞ/ΔΑΕ,11431,KINHTO
ΔΣΣ,40,50 Μ/Κ ΤΑΞ/ΔΚΤΗΣ ΤΧΕ,11432,KINHTO
ΔΣΣ,41,50 Μ/Κ ΤΑΞ/EΠΟΧ.ΒΟΡΕΙΟ ΠΕΡΙΠΟΛ,11437,KINHTO - TRACK HARP
ΔΣΣ,42,50 Μ/Κ ΤΑΞ/ΚΕΠΙΧ,11439,H/Y - TRACK HARP
ΔΣΣ,43,50 Μ/Κ ΤΑΞ/ΑΔΝ,11585,KINHTO
ΔΣΣ,44,ΕΦ ΜΑΥΡΟΥ ΟΓΚΟΥ,11586,KINHTO
ΔΣΣ,45,ΕΦ 178,11589,KINHTO
ΔΣΣ,46,ΕΦ Π.Σ.Γ. ΜΑΡΑΣΙΩΝ,11972,KINHTO
ΔΣΣ,47,ΕΦ ΔΙΛΟΦΟΥ,11974,KINHTO
ΔΣΣ,48,ΕΦ 30 (ΟΡΜΕΝΙΟ),11327,KINHTO
ΔΣΣ,49,ΤΔ 21 Μ/Κ ΣΠ/ΔΚΤΗΣ,11550,KINHTO
ΔΣΣ,50,ΤΔ 21 Μ/Κ ΣΠ/ΚΕΠΙΧ,11559,H/Y - TRACK HARP
ΔΣΣ,51,ΤΔ 21 Μ/Κ ΣΠ/ ΔΚΤΗΣ ΔΑ,11551,KINHTO
ΔΣΣ,52,ΤΔ 21 Μ/Κ ΣΠ/ ΔΑΑ,11423,KINHTO
ΔΣΣ,53,ΤΔ 21 Μ/Κ ΣΠ/Ε-Β ΕΠΟΧ.ΠΕΡΙΠΟΛΟ,11427,KINHTO - TRACK HARP
ΔΣΣ,54,ΤΔ 21 Μ/Κ ΣΠ/ΕΤΑΣ 1,11438,KINHTO - TRACK HARP
ΔΣΣ,55,ΤΔ 21 Μ/Κ ΣΠ/Ε-Τ ΕΠΟΧ.ΠΕΡΙΠΟΛΟ,11443,KINHTO - TRACK HARP
ΔΣΣ,56,ΤΔ 21 Μ/Κ ΣΠ/ΑΔΝ,11446,KINHTO
ΔΣΣ,57,ΤΔ 21 Μ/Κ ΣΠ/ ΕΤΑΣ 2,11453,KINHTO
ΔΣΣ,58,XII Μ/Κ ΜΠ/ΚΕΠΙΧ,11419,H/Y - TRACK HARP
ΔΣΣ,59,XII Μ/Κ ΜΠ/ΔΚΤΗΣ,11410,KINHTO
ΔΣΣ,60,XII Μ/Κ ΜΠ/ΔΑΕ,11413,KINHTO
ΔΣΣ,61,1ο ΤΕΑΣ/ΔΔ,11542,KINHTO - TRACK HARP
ΔΣΣ,62,3 Μ/Κ ΤΑΞ/ΔΑΑ,11421,KINHTO
ΔΣΣ,63,ΕΠ ΠΡΑΣΙΝΗΣ ΠΟΡΤΑΣ,11426,KINHTO
ΔΣΣ,64,3 Μ/Κ ΤΑΞ/ΔΚΤΗΣ,11440,KINHTO
ΔΣΣ,65,3 Μ/Κ ΤΑΞ/ΕΠΟΧ.ΠΕΡΙΠΟΛΟΣ ΝΟΤΙΟ,11442,KINHTO - TRACK HARP
ΔΣΣ,66,3 Μ/Κ ΤΑΞ/ΚΕΠΙΧ,11449,H/Y - TRACK HARP
ΔΣΣ,67,ΕΦ 1,11580,KINHTO
ΔΣΣ,68,ΕΦ 5,11581,KINHTO
ΔΣΣ,69,3 Μ/Κ ΤΑΞ/ΔΚΤΗΣ ΤΧΕ,11441,KINHTO
ΔΣΣ,70,3 Μ/Κ ΤΑΞ/ΑΔΝ,11570,KINHTO - TRACK HARP
ΔΣΣ,71,3 Μ/Κ ΤΑΞ/ΕΚΕΕΣ Ν. ΒΥΣΣΑ,11969,H/Y
ΔΣΣ,72,3 Μ/Κ ΤΑΞ/ΕΤΑΣ 1,11417,KINHTO - TRACK HARP
ΔΣΣ,73,3 Μ/Κ ΤΑΞ/ΕΠΟΧ.ΠΕΡΙΠΟΛΟΣ ΒΟΡΕΙ,11418,KINHTO - TRACK HARP
ΔΣΣ,74,1(-2)/546 Α/Μ ΤΠ,11557,KINHTO - TRACK HARP
ΔΣΣ,75,XXIV ΤΘΤ/ΔΚΤΗΣ,11530,KINHTO
ΔΣΣ,76,XXIV ΤΘΤ/ΔΚΤΗΣ ΤΧΕ,11531,KINHTO
ΔΣΣ,77,XXIV ΤΘΤ/ΚΕΠΙΧ,11539,H/Y
ΔΣΣ,78,ΧΧ ΤΘΜ/ΔΚΤΗΣ,11500,KINHTO
ΔΣΣ,79,Ε' ΜΚΔ/ΔΚΤΗΣ,11767,KINHTO - TRACK HARP
ΔΣΣ,80,ΧΧ ΤΘΜ/ΚΕΠΙΧ,11509,H/Y
ΔΣΣ,81,Ε' ΜΚΔ/ΔΥΝΑΜΗ «Δ»,11834,KINHTO - TRACK HARP
ΔΣΣ,82,ΧΧΙ ΤΘΤ/ΔΚΤΗΣ ΤΧΕ,11511,KINHTO
ΔΣΣ,83,XXI TΘΤ/KEΠIX,11519,H/Y
ΔΣΣ,84,ΧΧΙ ΤΘΤ/ΔΚΤΗΣ,11510,KINHTO
ΔΣΣ,85,XXIII ΤΘΤ/ΔΚΤΗΣ,11520,KINHTO
ΔΣΣ,86,XXIII ΤΘΤ/ΚΕΠΙΧ,11529,H/Y
ΔΣΣ,87,XXIII ΤΘΤ/ΔΚΤΗΣ ΤΧΕ,11522,KINHTO
ΔΣΣ,88,XXV ΤΘΤ/ΔΚΤΗΣ,11540,KINHTO
ΔΣΣ,89,XXV ΤΘΤ/ΔΚΤΗΣ ΤΧΕ,11541,KINHTO
ΔΣΣ,90,XXV ΤΘΤ/ΚΕΠΙΧ,11549,H/Y
ΔΣΣ,91,29 Μ/Π ΤΑΞΠΖ/ΕΠΟΧ. ΠΕΡΙΠΟΛΟΣ 2,11434,KINHTO - TRACK HARP
ΔΣΣ,92,29 Μ/Κ ΤΑΞΠΖ/ΔΚΤΗΣ,11470,KINHTO
ΔΣΣ,93,29 Μ/Π ΤΑΞΠΖ/ΕΠΟΧ.ΠΕΡΙΠΟΛΟΣ 3,11471,KINHTO
ΔΣΣ,94,29 Μ/Π ΤΑΞΠΖ/ΕΠΟΧ.ΠΕΡΙΠΟΛΟΣ 4,11472,KINHTO
ΔΣΣ,95,29 Μ/Π ΤΑΞ/ΔΚΤΗΣ ΤΧΕ,11474,KINHTO
ΔΣΣ,96,29 Μ/Κ ΤΑΞΠΖ/ΚΕΠΙΧ,11479,H/Y - TRACK HARP
ΔΣΣ,97,29 Μ/Π ΤΑΞΠΖ/ΕΠΟΧ. ΠΕΡΙΠΟΛΟΣ 1,11433,KINHTO - TRACK HARP
ΔΣΣ,98,ΤΔ 41 ΣΠ/ΔΑΑ,11473,KINHTO
ΔΣΣ,99,ΤΔ 41 ΣΠ/ΔΚΤΗΣ,11304,KINHTO
ΔΣΣ,100,ΤΔ 41 Μ/Κ ΣΠ/ΚΕΠΙΧ,11341,H/Y
ΔΣΣ,101,ΔΚΤΗΣ 476 ΤΗΠ,11623,KINHTO
ΔΣΣ,102,1/2 476 ΤΗΠ,11624,KINHTO
ΔΣΣ,103,2/2 476 ΤΗΠ,11625,KINHTO
ΔΣΣ,104,3/2 476 ΤΗΠ,11626,KINHTO
ΑΣΔΕΝ,1,ΑΣΔΕΝ/ΔΚΤΗΣ,11300,KINHTO
ΑΣΔΕΝ,2,ΑΣΔΕΝ ΥΔΚΤΗΣ,11301,KINHTO
ΑΣΔΕΝ,3,ΑΣΔΕΝ ΚΕΠΙΧ,11340,H/Y - TRACK HARP
ΑΣΔΕΝ,4,471 ΤΗΠ ΚΕΕΗΠ,11380,KINHTO
ΑΣΔΕΝ,5,ΑΣΔΕΝ/ΔΔΒ-Π/ΔΚΤΗΣ,11395,KINHTO
ΑΣΔΕΝ,6,472 ΤΕΠΠ ΔΚΤΗΣ,11396,KINHTO
ΑΣΔΕΝ,7,ΑΣΔΕΝ/ΚΕΠΙΧ/1,11389,KINHTO
ΑΣΔΕΝ,8,ΑΣΔΕΝ/ΚΕΠΙΧ/2,11388,KINHTO
ΑΣΔΕΝ,9,ΔΚΤΗΣ 482 ΤΔΒ,11332,KINHTO
ΑΣΔΕΝ,10,"Φ/ΑΝ ""ΥΜΗΤΤΟΥ""",11333,KINHTO
ΑΣΔΕΝ,11,"Φ/ΑΝ ""ΝΑΞΟΥ""",11334,KINHTO
ΑΣΔΕΝ,12,"Φ/ΑΝ ""ΑΣΤΥΠΑΛΑΙΑΣ""",11335,KINHTO
ΑΣΔΕΝ,13,ΔΚΤΗΣ 471 ΤΗΠ,11444,KINHTO
ΑΣΔΕΝ,14,ΣΕΑΠ/ΔΚΤΗΣ,13221,KINHTO
ΑΣΔΕΝ,15,ΣΕΑΠ/ΣΥΝΤΟΝΙΣΤΗΣ ΚΕΠΙΧ,13222,KINHTO
ΑΣΔΕΝ,16,ΣΕΑΠ/ΣΥΝΤΟΝΙΣΤΗΣ ΞΕΝΟΚΡΑΤΗ,13223,KINHTO
ΑΣΔΕΝ,17,95 ΑΔΤΕ ΔΚΤΗΣ,11310,KINHTO
ΑΣΔΕΝ,18,95 ΑΔΤΕ ΚΕΠΙΧ,11347,H/Y - TRACK HARP
ΑΣΔΕΝ,19,ΔΑΝ ΜΕΓΙΣΤΗΣ ΔΚΤΗΣ,11316,KINHTO
ΑΣΔΕΝ,20,ΔΑΝ ΜΕΓΙΣΤΗΣ/ΚΕΠΙΧ (Η/Υ),11326,H/Y - TRACK HARP
ΑΣΔΕΝ,21,Ε.Φ. ΣΤΡΟΓΓΥΛΗΣ,11323,KINHTO
ΑΣΔΕΝ,22,ΕΦ. ΡΩ,11324,KINHTO
ΑΣΔΕΝ,23,ΔΑΝ ΣΥΜΗΣ ΔΚΤΗΣ,11351,KINHTO
ΑΣΔΕΝ,24,Ε.Φ ΑΓΙΟΥ ΦΑΝΟΥΡΙΟΥ,13413,KINHTO
ΑΣΔΕΝ,25,ΔΑΝ ΚΑΡΠΑΘΟΥ ΔΚΤΗΣ,13412,KINHTO
ΑΣΔΕΝ,26,ΔΑΕ ΔΙΑΟΡΑΣ (211 M/K TE),11350,KINHTO - TRACK HARP
ΑΣΔΕΝ,27,ΔΑΕ ΠΖ (542 M/K TE),11353,KINHTO - TRACK HARP
ΑΣΔΕΝ,28,95 ΤΜΧΕΘ ΠΛΩΤΑ ΜΕΣΑ,11354,KINHTO - TRACK HARP
ΑΣΔΕΝ,29,ΔΑΝ ΤΗΛΟΥ ΔΚΤΗΣ,11352,KINHTO
ΑΣΔΕΝ,30,ΠΛΩΤΑ ΜΕΣΑ 96 ΤΜΧΕΘ(ΤΜΗΜΑ ΔΑΑ),11370,KINHTO - TRACK HARP
ΑΣΔΕΝ,31,ΔΑΝ ΜΕΓΙΣΤΗΣ ΤΑΕ 15’,11911,KINHTO
ΑΣΔΕΝ,32,ΕΠΙΚ. ΠΛΕΥΣΗΣ Β/Ν ΡΩ,11914,KINHTO - TRACK HARP
ΑΣΔΕΝ,33,ΕΠΙΚ. ΠΛΕΥΣΗΣ Β/Ν ΣΤΡΟΓΓΥΛΗ,11915,KINHTO - TRACK HARP
ΑΣΔΕΝ,34,ΤΑΕ 15' ΔΑΝ ΚΑΡΠΑΘΟΥ,11912,KINHTO
ΑΣΔΕΝ,35,ΔΑΝ ΤΗΛΟΥ ΤΑΕ 15,11913,KINHTO
ΑΣΔΕΝ,36,472 ΤΕΠΠ/ΔΚΤΗΣ ΛΜΕΑ,11397,KINHTO
ΑΣΔΕΝ,37,ΜΕΑ-UAV/ΚΛΙΜΑΚΙΟ ν. ΡΟΔΟΥ,11398,KINHTO
ΑΣΔΕΝ,38,541 ΤΕ/1ος ΛΟΧΟΣ (ΧΑΛΚΗ),11390,KINHTO
ΑΣΔΕΝ,39,95 ΑΔΤΕ ΤΑΕ 1 (211 Μ/Κ ΤΕ),11909,KINHTO
ΑΣΔΕΝ,40,95 ΑΔΤΕ ΤΑΕ 2 (395 EΑΡΜΕΘ),11910,KINHTO
ΑΣΔΕΝ,41,ΔΡΙΤΗΣ ΔΡΙΑΣ 3/2/472 ΤΕΠΠ,11935,KINHTO
ΑΣΔΕΝ,42,ΚΛΙΜΑΚΙΟ ΗΕΠ ΣΤΗ Ν.ΜΕΓΙΣΤΗ,11937,KINHTO
ΑΣΔΕΝ,43,III/1/471 ΤΗΠ,11941,KINHTO
ΑΣΔΕΝ,44,6ο ΕΤΕΘ ΔΚΤΗΣ,11784,KINHTO - TRACK HARP
ΑΣΔΕΝ,45,6ο ΕΤΕΘ/1ος ΛΟΧΟΣ ΚΡΟΥΣΗΣ,11772,KINHTO - TRACK HARP
ΑΣΔΕΝ,46,6ο ΕΤΕΘ/ΛΟΧΟΣ ΠΛΩΤΩΝ ΜΕΣΩΝ,11774,KINHTO - TRACK HARP
ΑΣΔΕΝ,47,6ο ΕΤΕΘ/ΛΟΧΟΣ ΑΜΕΣΗΣ ΕΠΕΜΒΑΣΗΣ,11726,KINHTO - TRACK HARP
ΑΣΔΕΝ,48,6ο ΕΤΕΘ/ΕΟ 1,11727,KINHTO - TRACK HARP
ΑΣΔΕΝ,49,6ο ΕΤΕΘ/ΕΟ 2,11957,KINHTO - TRACK HARP
ΑΣΔΕΝ,50,6ο ΕΤΕΘ/ΚΕΠΙΧ (Η/Υ),11815,H/Y - TRACK HARP
ΑΣΔΕΝ,51,ΔΑΑ 15 ΣΤΡΔΟΥ ΑΝΑΣΤΑΣΙΟΥ ΕΠΙΚΕ,11925,KINHTO
ΑΣΔΕΝ,52,6ο ΕΤΕΘ/ΥΔΚΤΗΣ,11614,KINHTO - TRACK HARP
ΑΣΔΕΝ,53,6ο ΕΤΕΘ/ΑΞΚΟΣ 3ου ΓΡΑΦΕΙΟΥ,11615,KINHTO - TRACK HARP
ΑΣΔΕΝ,54,6ο ΕΤΕΘ/ΔΡΙΤΗΣ 1ης ΔΡΙΑΣ ΛΑΕ,11616,KINHTO - TRACK HARP
ΑΣΔΕΝ,55,6ο ΕΤΕΘ/ΔΡΙΤΗΣ 2ης ΔΡΙΑΣ ΛΑΕ,11617,KINHTO - TRACK HARP
ΑΣΔΕΝ,56,6ο ΕΤΕΘ/ΔΡΙΤΗΣ 3ης ΔΡΙΑΣ ΛΑΕ,11618,KINHTO - TRACK HARP
ΑΣΔΕΝ,57,6ο ΕΤΕΘ/ΧΕΙΡΙΣΤΗΣ 1ου ΤΣ,11619,KINHTO - TRACK HARP
ΑΣΔΕΝ,58,6ο ΕΤΕΘ/ΧΕΙΡΙΣΤΗΣ 2ου ΤΣ,11637,KINHTO - TRACK HARP
ΑΣΔΕΝ,59,6ο ΕΤΕΘ/ΧΕΙΡΙΣΤΗΣ 3ου ΤΣ,11651,KINHTO - TRACK HARP
ΑΣΔΕΝ,60,6ο ΕΤΕΘ/ΧΕΙΡΙΣΤΗΣ 4ου ΤΣ,11652,KINHTO - TRACK HARP
ΑΣΔΕΝ,61,ΔΚΤΗΣ ΤΕ ΜΕΓΙΣΤΗΣ,11381,KINHTO
ΑΣΔΕΝ,62,ΔΚΤΗΣ ΕΤΕΔ ΜΕΓΙΣΤΗΣ,11382,KINHTO
ΑΣΔΕΝ,63,ΔΑΝ ΜΕΓΙΣΤΗΣ/ΔΝΤΗΣ 3ου ΕΓ,11383,KINHTO
ΑΣΔΕΝ,64,ΔΚΤΗΣ 549 ΤΕ,11384,KINHTO
ΑΣΔΕΝ,65,ΕΦ ΡΩ ΕΝΕΔΡΑ 1,11685,KINHTO
ΑΣΔΕΝ,66,ΕΦ ΡΩ ΕΝΕΔΡΑ 2,11686,KINHTO
ΑΣΔΕΝ,67,ΕΦ ΡΩ ΠΑΡΑΤΗΡΗΤΗΣ 1,11687,KINHTO
ΑΣΔΕΝ,68,ΕΦ ΡΩ ΠΑΡΑΤΗΡΗΤΗΣ 2,11693,KINHTO
ΑΣΔΕΝ,69,ΕΦ ΣΤΡΟΓΓΥΛΗ ΕΝΕΔΡΑ 1,11694,KINHTO
ΑΣΔΕΝ,70,ΕΦ ΣΤΡΟΓΓΥΛΗ ΠΑΡΑΤΗΡΗΤΗΣ 1,11696,KINHTO
ΑΣΔΕΝ,71,ΕΦ ΣΤΡΟΓΓΥΛΗ ΕΝΕΔΡΑ 2,11695,KINHTO
ΑΣΔΕΝ,72,ΕΦ ΣΤΡΟΓΓΥΛΗ ΠΑΡΑΤΗΡΗΤΗΣ 2,11697,KINHTO
ΑΣΔΕΝ,73,ΔΑΝ ΣΥΜΗΣ/ΔΑΑ,11203,KINHTO
ΑΣΔΕΝ,74,96 ΑΔΤΕ ΔΚΤΗΣ,11307,KINHTO
ΑΣΔΕΝ,75,96 ΑΔΤΕ ΚΕΠΙΧ,11344,H/Y - TRACK HARP
ΑΣΔΕΝ,76,ΕΦ. ΟΙΝΟΥΣΣΩΝ,11318,KINHTO
ΑΣΔΕΝ,77,ΕΦ. ΠΑΝΑΓΙΑΣ,11319,KINHTO
ΑΣΔΕΝ,78,ΕΦ. ΨΑΡΩΝ,11320,KINHTO
ΑΣΔΕΝ,79,ΔΑΑ 15 ΣΤΔΟΥ ΧΑΛΚΙΑ ΕΠΙΚΕΦΑΛΗΣ,11368,KINHTO - TRACK HARP
ΑΣΔΕΝ,80,ΔΑΑ 2Ω (ΕΠΙΚΕΦΑΛΗΣ),11369,KINHTO - TRACK HARP
